USER_ID,PLAN,COUNTRY,LOST_MRR,DAYS_TO_CHURN,CHURN_STAGE,CHURNED_AT,CHURN_MONTH,CHURN_YEAR,CHURN_MONTH_NUM,TOTAL_SESSIONS,BOUNCE_RATE_PCT,LAST_FEATURE_USED,TICKETS_BEFORE_CHURN,NPS_CATEGORY
user_22536,free,UK,0,29,immediate,2023-01-30 00:00:00.000,2023-01-01 00:00:00.000,2023,1,22,27.27,view_dashboard,,
user_22859,free,IN,0,29,immediate,2023-01-30 00:00:00.000,2023-01-01 00:00:00.000,2023,1,6,0.00,search,1,
user_24812,pro,US,49,29,immediate,2023-01-30 00:00:00.000,2023-01-01 00:00:00.000,2023,1,97,29.90,upload_file,3,
user_35652,free,BR,0,18,immediate,2023-01-30 00:00:00.000,2023-01-01 00:00:00.000,2023,1,12,50.00,view_dashboard,,
user_7772,free,CA,0,29,immediate,2023-01-30 00:00:00.000,2023-01-01 00:00:00.000,2023,1,20,25.00,search,,passive
user_13782,free,US,0,25,immediate,2023-01-30 00:00:00.000,2023-01-01 00:00:00.000,2023,1,5,20.00,set_deadline,,
user_27664,free,AU,0,30,immediate,2023-01-31 00:00:00.000,2023-01-01 00:00:00.000,2023,1,6,16.67,search,,
user_11510,free,BR,0,18,immediate,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,2023,2,8,25.00,create_project,,
user_32685,free,US,0,31,early,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,2023,2,23,21.74,view_dashboard,,
user_26056,free,US,0,31,early,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,2023,2,7,28.57,view_dashboard,,
user_23716,free,BR,0,31,early,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,2023,2,112,24.11,filter_tasks,,
user_38613,free,IN,0,31,early,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,2023,2,13,30.77,view_dashboard,,
user_5294,free,US,0,31,early,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,2023,2,5,60.00,upload_file,,passive
user_22177,free,SG,0,31,early,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,2023,2,8,12.50,view_dashboard,,
user_12637,free,DE,0,17,immediate,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,2023,2,21,47.62,create_project,,
user_23362,free,DE,0,31,early,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,2023,2,5,40.00,comment_task,,
user_26820,free,UK,0,32,early,2023-02-02 00:00:00.000,2023-02-01 00:00:00.000,2023,2,21,9.52,view_dashboard,,
user_871,free,NL,0,32,early,2023-02-02 00:00:00.000,2023-02-01 00:00:00.000,2023,2,9,11.11,search,,
user_6685,free,AU,0,32,early,2023-02-02 00:00:00.000,2023-02-01 00:00:00.000,2023,2,19,15.79,filter_tasks,,
user_9422,pro,CA,49,32,early,2023-02-02 00:00:00.000,2023-02-01 00:00:00.000,2023,2,88,21.59,comment_task,,
user_27245,free,US,0,32,early,2023-02-02 00:00:00.000,2023-02-01 00:00:00.000,2023,2,6,33.33,filter_tasks,,
user_14509,free,CA,0,33,early,2023-02-03 00:00:00.000,2023-02-01 00:00:00.000,2023,2,65,27.69,create_project,2,
user_27885,free,NL,0,33,early,2023-02-03 00:00:00.000,2023-02-01 00:00:00.000,2023,2,7,14.29,search,,
user_17924,free,SG,0,33,early,2023-02-03 00:00:00.000,2023-02-01 00:00:00.000,2023,2,17,5.88,view_dashboard,2,
user_37543,free,US,0,28,immediate,2023-02-03 00:00:00.000,2023-02-01 00:00:00.000,2023,2,12,25.00,filter_tasks,,detractor
user_12716,free,FR,0,33,early,2023-02-03 00:00:00.000,2023-02-01 00:00:00.000,2023,2,5,40.00,search,,
user_5676,free,IN,0,34,early,2023-02-04 00:00:00.000,2023-02-01 00:00:00.000,2023,2,5,20.00,search,,
user_37132,free,AU,0,34,early,2023-02-04 00:00:00.000,2023-02-01 00:00:00.000,2023,2,12,25.00,comment_task,,
user_4367,free,IN,0,34,early,2023-02-04 00:00:00.000,2023-02-01 00:00:00.000,2023,2,5,40.00,view_analytics,,
user_18005,free,US,0,35,early,2023-02-05 00:00:00.000,2023-02-01 00:00:00.000,2023,2,41,17.07,invite_teammate,2,
user_18890,free,US,0,35,early,2023-02-05 00:00:00.000,2023-02-01 00:00:00.000,2023,2,5,60.00,search,,detractor
user_23076,free,US,0,27,immediate,2023-02-05 00:00:00.000,2023-02-01 00:00:00.000,2023,2,21,47.62,set_deadline,,
user_16544,free,DE,0,35,early,2023-02-05 00:00:00.000,2023-02-01 00:00:00.000,2023,2,13,15.38,view_dashboard,2,
user_28941,free,UK,0,35,early,2023-02-05 00:00:00.000,2023-02-01 00:00:00.000,2023,2,5,40.00,filter_tasks,,promoter
user_14700,free,SG,0,36,early,2023-02-06 00:00:00.000,2023-02-01 00:00:00.000,2023,2,16,37.50,create_project,,
user_30327,free,UK,0,36,early,2023-02-06 00:00:00.000,2023-02-01 00:00:00.000,2023,2,16,18.75,comment_task,,
user_22406,free,IN,0,26,immediate,2023-02-06 00:00:00.000,2023-02-01 00:00:00.000,2023,2,7,14.29,view_dashboard,,
user_16931,free,BR,0,36,early,2023-02-06 00:00:00.000,2023-02-01 00:00:00.000,2023,2,15,20.00,search,,
user_8227,free,UK,0,37,early,2023-02-07 00:00:00.000,2023-02-01 00:00:00.000,2023,2,9,33.33,view_dashboard,,
user_8366,free,SG,0,37,early,2023-02-07 00:00:00.000,2023-02-01 00:00:00.000,2023,2,24,29.17,view_dashboard,2,
user_3987,free,CA,0,37,early,2023-02-07 00:00:00.000,2023-02-01 00:00:00.000,2023,2,5,40.00,search,,
user_3589,free,BR,0,37,early,2023-02-07 00:00:00.000,2023-02-01 00:00:00.000,2023,2,6,0.00,search,,passive
user_14184,free,IN,0,37,early,2023-02-07 00:00:00.000,2023-02-01 00:00:00.000,2023,2,8,12.50,search,,
user_27319,free,IN,0,37,early,2023-02-07 00:00:00.000,2023-02-01 00:00:00.000,2023,2,8,12.50,view_dashboard,,
user_32185,free,NL,0,37,early,2023-02-07 00:00:00.000,2023-02-01 00:00:00.000,2023,2,18,38.89,upload_file,,
user_27259,free,FR,0,27,immediate,2023-02-07 00:00:00.000,2023-02-01 00:00:00.000,2023,2,14,21.43,set_deadline,1,
user_31752,free,IN,0,37,early,2023-02-07 00:00:00.000,2023-02-01 00:00:00.000,2023,2,8,50.00,view_dashboard,,
user_25783,pro,IN,49,26,immediate,2023-02-08 00:00:00.000,2023-02-01 00:00:00.000,2023,2,32,31.25,search,2,
user_8101,free,DE,0,38,early,2023-02-08 00:00:00.000,2023-02-01 00:00:00.000,2023,2,30,23.33,filter_tasks,,
user_303,pro,FR,49,38,early,2023-02-08 00:00:00.000,2023-02-01 00:00:00.000,2023,2,86,31.40,invite_teammate,,
user_16718,free,DE,0,20,immediate,2023-02-08 00:00:00.000,2023-02-01 00:00:00.000,2023,2,7,28.57,view_dashboard,,
user_15834,free,SG,0,38,early,2023-02-08 00:00:00.000,2023-02-01 00:00:00.000,2023,2,6,16.67,search,2,
user_18955,free,CA,0,38,early,2023-02-08 00:00:00.000,2023-02-01 00:00:00.000,2023,2,7,14.29,view_dashboard,,
user_31747,free,US,0,39,early,2023-02-09 00:00:00.000,2023-02-01 00:00:00.000,2023,2,10,40.00,invite_teammate,,
user_10908,pro,IN,49,40,early,2023-02-10 00:00:00.000,2023-02-01 00:00:00.000,2023,2,66,33.33,create_project,,promoter
user_19468,free,BR,0,40,early,2023-02-10 00:00:00.000,2023-02-01 00:00:00.000,2023,2,9,66.67,filter_tasks,,
user_36159,free,UK,0,40,early,2023-02-10 00:00:00.000,2023-02-01 00:00:00.000,2023,2,11,18.18,search,,
user_34134,free,IN,0,40,early,2023-02-10 00:00:00.000,2023-02-01 00:00:00.000,2023,2,78,28.21,set_deadline,1,passive
user_17469,free,DE,0,40,early,2023-02-10 00:00:00.000,2023-02-01 00:00:00.000,2023,2,194,23.71,filter_tasks,,
user_1640,free,SG,0,41,early,2023-02-11 00:00:00.000,2023-02-01 00:00:00.000,2023,2,61,26.23,set_deadline,,
user_14600,pro,BR,49,41,early,2023-02-11 00:00:00.000,2023-02-01 00:00:00.000,2023,2,1200,23.67,comment_task,,detractor
user_3735,free,IN,0,41,early,2023-02-11 00:00:00.000,2023-02-01 00:00:00.000,2023,2,7,14.29,search,,
user_11071,free,CA,0,41,early,2023-02-11 00:00:00.000,2023-02-01 00:00:00.000,2023,2,7,14.29,filter_tasks,,
user_38390,free,US,0,17,immediate,2023-02-11 00:00:00.000,2023-02-01 00:00:00.000,2023,2,5,20.00,view_dashboard,,
user_1962,free,BR,0,41,early,2023-02-11 00:00:00.000,2023-02-01 00:00:00.000,2023,2,9,11.11,filter_tasks,,
user_26475,free,FR,0,42,early,2023-02-12 00:00:00.000,2023-02-01 00:00:00.000,2023,2,23,17.39,create_project,,
user_5267,free,FR,0,40,early,2023-02-12 00:00:00.000,2023-02-01 00:00:00.000,2023,2,7,0.00,comment_task,,
user_13338,free,SG,0,42,early,2023-02-12 00:00:00.000,2023-02-01 00:00:00.000,2023,2,8,25.00,view_dashboard,,
user_36939,free,US,0,42,early,2023-02-12 00:00:00.000,2023-02-01 00:00:00.000,2023,2,15,26.67,filter_tasks,,passive
user_34102,free,IN,0,42,early,2023-02-12 00:00:00.000,2023-02-01 00:00:00.000,2023,2,14,28.57,search,,
user_1371,free,CA,0,42,early,2023-02-12 00:00:00.000,2023-02-01 00:00:00.000,2023,2,121,22.31,search,,
user_19880,free,DE,0,42,early,2023-02-12 00:00:00.000,2023-02-01 00:00:00.000,2023,2,5,20.00,view_dashboard,,
user_31387,free,US,0,43,early,2023-02-13 00:00:00.000,2023-02-01 00:00:00.000,2023,2,233,24.03,comment_task,,promoter
user_35310,pro,AU,49,17,immediate,2023-02-13 00:00:00.000,2023-02-01 00:00:00.000,2023,2,96,29.17,search,,
user_7291,free,US,0,43,early,2023-02-13 00:00:00.000,2023-02-01 00:00:00.000,2023,2,21,14.29,search,,
user_22141,free,IN,0,43,early,2023-02-13 00:00:00.000,2023-02-01 00:00:00.000,2023,2,12,25.00,view_dashboard,,detractor
user_22980,free,IN,0,43,early,2023-02-13 00:00:00.000,2023-02-01 00:00:00.000,2023,2,24,33.33,comment_task,,
user_16186,free,US,0,19,immediate,2023-02-14 00:00:00.000,2023-02-01 00:00:00.000,2023,2,18,27.78,invite_teammate,,
user_3592,free,UK,0,18,immediate,2023-02-14 00:00:00.000,2023-02-01 00:00:00.000,2023,2,6,16.67,search,,
user_10473,free,US,0,44,early,2023-02-14 00:00:00.000,2023-02-01 00:00:00.000,2023,2,28,17.86,upload_file,,
user_5646,free,IN,0,45,early,2023-02-15 00:00:00.000,2023-02-01 00:00:00.000,2023,2,7,0.00,view_dashboard,,
user_86,free,IN,0,43,early,2023-02-15 00:00:00.000,2023-02-01 00:00:00.000,2023,2,8,12.50,search,,
user_12755,free,FR,0,45,early,2023-02-15 00:00:00.000,2023-02-01 00:00:00.000,2023,2,17,17.65,view_dashboard,,
user_10665,free,US,0,45,early,2023-02-15 00:00:00.000,2023-02-01 00:00:00.000,2023,2,14,21.43,filter_tasks,,
user_14189,free,BR,0,45,early,2023-02-15 00:00:00.000,2023-02-01 00:00:00.000,2023,2,8,50.00,invite_teammate,,
user_26226,pro,AU,49,19,immediate,2023-02-15 00:00:00.000,2023-02-01 00:00:00.000,2023,2,37,13.51,search,,
user_10992,free,AU,0,22,immediate,2023-02-16 00:00:00.000,2023-02-01 00:00:00.000,2023,2,15,20.00,view_dashboard,,
user_13223,free,AU,0,46,early,2023-02-16 00:00:00.000,2023-02-01 00:00:00.000,2023,2,26,19.23,view_dashboard,,
user_21890,free,IN,0,46,early,2023-02-16 00:00:00.000,2023-02-01 00:00:00.000,2023,2,6,50.00,comment_task,,
user_34199,free,SG,0,46,early,2023-02-16 00:00:00.000,2023-02-01 00:00:00.000,2023,2,8,25.00,search,,
user_20708,free,US,0,46,early,2023-02-16 00:00:00.000,2023-02-01 00:00:00.000,2023,2,10,60.00,filter_tasks,,
user_21737,free,IN,0,46,early,2023-02-16 00:00:00.000,2023-02-01 00:00:00.000,2023,2,8,12.50,upload_file,,
user_19396,free,IN,0,47,early,2023-02-17 00:00:00.000,2023-02-01 00:00:00.000,2023,2,14,14.29,filter_tasks,2,
user_22907,enterprise,DE,299,33,early,2023-02-17 00:00:00.000,2023-02-01 00:00:00.000,2023,2,292,22.26,invite_teammate,7,
user_30874,pro,US,49,47,early,2023-02-17 00:00:00.000,2023-02-01 00:00:00.000,2023,2,148,18.92,view_dashboard,,
user_23508,pro,US,49,47,early,2023-02-17 00:00:00.000,2023-02-01 00:00:00.000,2023,2,128,28.91,upload_file,,detractor
user_3866,pro,FR,49,47,early,2023-02-17 00:00:00.000,2023-02-01 00:00:00.000,2023,2,59,25.42,filter_tasks,,
user_15415,free,NL,0,35,early,2023-02-17 00:00:00.000,2023-02-01 00:00:00.000,2023,2,19,10.53,filter_tasks,,
user_6480,free,BR,0,48,early,2023-02-18 00:00:00.000,2023-02-01 00:00:00.000,2023,2,6,16.67,search,1,promoter
user_38676,free,CA,0,48,early,2023-02-18 00:00:00.000,2023-02-01 00:00:00.000,2023,2,7,42.86,search,,detractor
user_33778,free,FR,0,48,early,2023-02-18 00:00:00.000,2023-02-01 00:00:00.000,2023,2,18,22.22,comment_task,,
user_2690,pro,IN,49,22,immediate,2023-02-18 00:00:00.000,2023-02-01 00:00:00.000,2023,2,64,17.19,search,,
user_36191,free,US,0,14,immediate,2023-02-18 00:00:00.000,2023-02-01 00:00:00.000,2023,2,7,14.29,view_dashboard,,
user_31766,free,CA,0,48,early,2023-02-18 00:00:00.000,2023-02-01 00:00:00.000,2023,2,6,50.00,create_project,,promoter
user_10419,free,DE,0,33,early,2023-02-19 00:00:00.000,2023-02-01 00:00:00.000,2023,2,10,20.00,view_dashboard,,passive
user_14073,free,SG,0,49,early,2023-02-19 00:00:00.000,2023-02-01 00:00:00.000,2023,2,8,25.00,comment_task,,
user_664,free,US,0,50,early,2023-02-20 00:00:00.000,2023-02-01 00:00:00.000,2023,2,7,28.57,view_dashboard,,
user_7691,free,BR,0,50,early,2023-02-20 00:00:00.000,2023-02-01 00:00:00.000,2023,2,5,0.00,search,,
user_22889,free,DE,0,50,early,2023-02-20 00:00:00.000,2023-02-01 00:00:00.000,2023,2,21,19.05,view_dashboard,,
user_31980,free,US,0,50,early,2023-02-20 00:00:00.000,2023-02-01 00:00:00.000,2023,2,36,22.22,create_project,,
user_38785,free,US,0,20,immediate,2023-02-20 00:00:00.000,2023-02-01 00:00:00.000,2023,2,6,16.67,search,,
user_32047,enterprise,US,299,50,early,2023-02-20 00:00:00.000,2023-02-01 00:00:00.000,2023,2,666,24.92,invite_teammate,,promoter
user_15611,free,DE,0,50,early,2023-02-20 00:00:00.000,2023-02-01 00:00:00.000,2023,2,13,38.46,upload_file,,
user_6823,free,BR,0,51,early,2023-02-21 00:00:00.000,2023-02-01 00:00:00.000,2023,2,134,29.10,search,,promoter
user_1072,free,SG,0,51,early,2023-02-21 00:00:00.000,2023-02-01 00:00:00.000,2023,2,7,28.57,view_dashboard,,
user_25673,free,IN,0,51,early,2023-02-21 00:00:00.000,2023-02-01 00:00:00.000,2023,2,18,16.67,view_dashboard,,
user_2692,free,AU,0,21,immediate,2023-02-21 00:00:00.000,2023-02-01 00:00:00.000,2023,2,14,28.57,view_dashboard,,detractor
user_10556,free,US,0,51,early,2023-02-21 00:00:00.000,2023-02-01 00:00:00.000,2023,2,12,16.67,view_dashboard,,
user_39183,free,US,0,51,early,2023-02-21 00:00:00.000,2023-02-01 00:00:00.000,2023,2,33,24.24,filter_tasks,,
user_20519,free,FR,0,16,immediate,2023-02-21 00:00:00.000,2023-02-01 00:00:00.000,2023,2,114,21.93,filter_tasks,,
user_16847,free,IN,0,18,immediate,2023-02-21 00:00:00.000,2023-02-01 00:00:00.000,2023,2,28,17.86,filter_tasks,2,
user_2105,free,DE,0,51,early,2023-02-21 00:00:00.000,2023-02-01 00:00:00.000,2023,2,27,33.33,filter_tasks,,
user_27738,free,DE,0,51,early,2023-02-21 00:00:00.000,2023-02-01 00:00:00.000,2023,2,13,23.08,view_dashboard,,
user_35187,free,CA,0,51,early,2023-02-21 00:00:00.000,2023-02-01 00:00:00.000,2023,2,6,33.33,search,,
user_3357,free,US,0,52,early,2023-02-22 00:00:00.000,2023-02-01 00:00:00.000,2023,2,19,36.84,create_project,,
user_1059,free,US,0,18,immediate,2023-02-22 00:00:00.000,2023-02-01 00:00:00.000,2023,2,11,45.45,search,,
user_21793,free,US,0,52,early,2023-02-22 00:00:00.000,2023-02-01 00:00:00.000,2023,2,7,14.29,search,,passive
user_13770,free,IN,0,26,immediate,2023-02-22 00:00:00.000,2023-02-01 00:00:00.000,2023,2,6,16.67,filter_tasks,,
user_10142,free,US,0,52,early,2023-02-22 00:00:00.000,2023-02-01 00:00:00.000,2023,2,11,54.55,create_project,2,
user_21887,free,DE,0,52,early,2023-02-22 00:00:00.000,2023-02-01 00:00:00.000,2023,2,17,11.76,search,,
user_1181,free,US,0,53,early,2023-02-23 00:00:00.000,2023-02-01 00:00:00.000,2023,2,100,25.00,create_project,,
user_8370,free,CA,0,53,early,2023-02-23 00:00:00.000,2023-02-01 00:00:00.000,2023,2,5,20.00,view_analytics,,
user_9626,free,US,0,15,immediate,2023-02-23 00:00:00.000,2023-02-01 00:00:00.000,2023,2,8,12.50,search,,
user_4142,free,US,0,53,early,2023-02-23 00:00:00.000,2023-02-01 00:00:00.000,2023,2,6,16.67,create_project,,
user_7700,free,US,0,53,early,2023-02-23 00:00:00.000,2023-02-01 00:00:00.000,2023,2,7,28.57,comment_task,,
user_4423,free,US,0,53,early,2023-02-23 00:00:00.000,2023-02-01 00:00:00.000,2023,2,14,14.29,create_project,,
user_33440,free,SG,0,53,early,2023-02-23 00:00:00.000,2023-02-01 00:00:00.000,2023,2,10,10.00,search,,passive
user_4951,free,US,0,53,early,2023-02-23 00:00:00.000,2023-02-01 00:00:00.000,2023,2,9,33.33,filter_tasks,,
user_35419,free,DE,0,54,early,2023-02-24 00:00:00.000,2023-02-01 00:00:00.000,2023,2,15,20.00,upload_file,,
user_475,free,IN,0,54,early,2023-02-24 00:00:00.000,2023-02-01 00:00:00.000,2023,2,12,25.00,filter_tasks,,
user_8683,free,US,0,31,early,2023-02-24 00:00:00.000,2023-02-01 00:00:00.000,2023,2,6,50.00,view_dashboard,,promoter
user_26396,free,US,0,41,early,2023-02-24 00:00:00.000,2023-02-01 00:00:00.000,2023,2,6,50.00,comment_task,,
user_38385,free,AU,0,54,early,2023-02-24 00:00:00.000,2023-02-01 00:00:00.000,2023,2,7,14.29,view_dashboard,,
user_39000,free,UK,0,54,early,2023-02-24 00:00:00.000,2023-02-01 00:00:00.000,2023,2,28,21.43,comment_task,,
user_19112,pro,UK,49,55,early,2023-02-25 00:00:00.000,2023-02-01 00:00:00.000,2023,2,62,24.19,upload_file,,
user_20409,free,NL,0,55,early,2023-02-25 00:00:00.000,2023-02-01 00:00:00.000,2023,2,20,35.00,filter_tasks,,
user_22261,free,IN,0,55,early,2023-02-25 00:00:00.000,2023-02-01 00:00:00.000,2023,2,35,17.14,search,,
user_28352,free,NL,0,55,early,2023-02-25 00:00:00.000,2023-02-01 00:00:00.000,2023,2,17,23.53,view_dashboard,,promoter
